"Flash","Week","pseudoday","passes","Site","pseudodate","precProp","minTemp","date","sunset","sunrise","sunsethour","site","sunset_temp","station","date_time","pressure","pressure0","year","month","day","hour","dateID","TimeofYear","minPress","maxPress","diffPress"
"on","3",13,131,"Demmin","2020.08.14",0,13.6,"2020.08.14","20:38:50","05:46:40",21,"Demmin",21,1757,2020081413,1013.1,1012.4,2020,8,14,13,2020081413,13,1012.5,1015.7,3.20000000000005
"on","3",14,100,"Demmin","2020.08.15",0,14.5,"2020.08.15","20:36:40","05:48:27",21,"Demmin",18.8,1757,2020081513,1015.4,1014.7,2020,8,15,13,2020081513,14,1015.3,1016.4,1.10000000000002
"on","3",15,113,"Demmin","2020.08.16",0,13.1,"2020.08.16","20:34:28","05:50:13",21,"Demmin",18.5,1757,2020081613,1014.9,1014.2,2020,8,16,13,2020081613,15,1010.6,1014.9,4.29999999999995
"on","3",16,138,"Demmin","2020.08.17",0,14.8,"2020.08.17","20:32:16","05:52:00",21,"Demmin",20.6,1757,2020081713,1010.4,1009.7,2020,8,17,13,2020081713,16,1008.4,1010.4,2
"on","3",17,79,"Demmin","2020.08.18",0.333333333333333,17.1,"2020.08.18","20:30:03","05:53:46",21,"Demmin",18.9,1757,2020081813,1008.2,1007.5,2020,8,18,13,2020081813,17,1008.2,1011.3,3.09999999999991
"on","3",18,279,"Demmin","2020.08.19",0,14.7,"2020.08.19","20:27:48","05:55:33",21,"Demmin",18,1757,2020081913,1010.8,1010,2020,8,19,13,2020081913,18,1010.1,1010.9,0.799999999999955
"on","3",19,180,"Demmin","2020.08.20",0,15.8,"2020.08.20","20:25:33","05:57:20",21,"Demmin",21.7,1757,2020082013,1010.4,1009.7,2020,8,20,13,2020082013,19,1009.9,1011.5,1.60000000000002
"off","4",20,136,"Demmin","2020.08.21",0,17.6,"2020.08.21","20:23:17","05:59:06",21,"Demmin",20.9,1757,2020082113,1010.5,1009.8,2020,8,21,13,2020082113,20,1009.4,1012.2,2.80000000000007
"off","4",21,66,"Demmin","2020.08.22",0.2,14.8,"2020.08.22","20:21:00","06:00:53",21,"Demmin",19,1757,2020082213,1012.4,1011.6,2020,8,22,13,2020082213,21,1010.9,1013.1,2.20000000000005
"off","4",22,144,"Demmin","2020.08.23",0.1,13.7,"2020.08.23","20:18:41","06:02:40",21,"Demmin",15.1,1757,2020082313,1010.7,1009.9,2020,8,23,13,2020082313,22,1010.6,1012.4,1.79999999999995
"off","4",23,230,"Demmin","2020.08.24",0.3,12.5,"2020.08.24","20:16:23","06:04:26",21,"Demmin",14.7,1757,2020082413,1011.8,1011,2020,8,24,13,2020082413,23,1010.7,1012.6,1.89999999999998
"off","4",24,136,"Demmin","2020.08.25",0.6,14.8,"2020.08.25","20:14:03","06:06:13",21,"Demmin",16.5,1757,2020082513,1012.1,1011.3,2020,8,25,13,2020082513,24,998.1,1012.1,14
"off","4",25,23,"Demmin","2020.08.26",0.9,14.9,"2020.08.26","20:11:42","06:08:00",21,"Demmin",17.2,1757,2020082613,998.1,997.3,2020,8,26,13,2020082613,25,997.7,1010.6,12.9
"off","4",26,133,"Demmin","2020.08.27",0,11.6,"2020.08.27","20:09:21","06:09:46",21,"Demmin",12.1,1757,2020082713,1011.1,1010.3,2020,8,27,13,2020082713,26,1004.3,1011.9,7.60000000000002
"on","5",27,102,"Demmin","2020.08.28",0.4,12.3,"2020.08.28","20:06:59","06:11:33",21,"Demmin",15.3,1757,2020082813,1003.6,1002.8,2020,8,28,13,2020082813,27,1000,1003.6,3.60000000000002
"on","5",28,291,"Demmin","2020.08.29",0,8.4,"2020.08.29","20:04:37","06:13:20",21,"Demmin",13.8,1757,2020082913,1003.7,1002.9,2020,8,29,13,2020082913,28,1003.7,1009.6,5.89999999999998
"on","5",29,75,"Demmin","2020.08.30",0.1,11.3,"2020.08.30","20:02:14","06:15:06",21,"Demmin",14.7,1757,2020083013,1009.5,1008.7,2020,8,30,13,2020083013,29,1009.3,1016,6.70000000000005
"on","5",30,247,"Demmin","2020.08.31",0.1,7,"2020.08.31","19:59:50","06:16:53",20,"Demmin",13.1,1757,2020083113,1016.4,1015.6,2020,8,31,13,2020083113,30,1016.4,1019.7,3.30000000000007
"on","5",31,48,"Demmin","2020.09.01",0.7,12.3,"2020.09.01","19:57:26","06:18:39",20,"Demmin",14.7,1757,2020090113,1019.5,1018.7,2020,9,1,13,2020090113,31,1016.1,1019.5,3.39999999999998
"on","5",32,40,"Demmin","2020.09.02",0.2,11.3,"2020.09.02","19:55:01","06:20:25",20,"Demmin",14.2,1757,2020090213,1015.8,1015,2020,9,2,13,2020090213,32,1015.8,1017.7,1.90000000000009
"on","5",33,96,"Demmin","2020.09.03",0.8,14.4,"2020.09.03","19:52:36","06:22:12",20,"Demmin",17.6,1757,2020090313,1017.5,1016.7,2020,9,3,13,2020090313,33,1014.9,1018.3,3.39999999999998
"off","6",34,188,"Demmin","2020.09.04",0,13.8,"2020.09.04","19:50:10","06:23:58",20,"Demmin",16.3,1757,2020090413,1018,1017.2,2020,9,4,13,2020090413,34,1013.7,1018.3,4.59999999999991
"off","6",35,199,"Demmin","2020.09.05",0,10.7,"2020.09.05","19:47:44","06:25:45",20,"Demmin",14.1,1757,2020090513,1013.7,1012.9,2020,9,5,13,2020090513,35,1013.7,1015.9,2.19999999999993
"off","6",36,141,"Demmin","2020.09.06",0,9.5,"2020.09.06","19:45:17","06:27:31",20,"Demmin",11.6,1757,2020090613,1016.2,1015.4,2020,9,6,13,2020090613,36,1016.2,1021.9,5.69999999999993
"off","6",37,273,"Demmin","2020.09.07",0,12,"2020.09.07","19:42:50","06:29:17",20,"Demmin",12,1757,2020090713,1022,1021.2,2020,9,7,13,2020090713,37,1019.2,1022.7,3.5
"off","6",38,94,"Demmin","2020.09.08",0,15.1,"2020.09.08","19:40:23","06:31:03",20,"Demmin",16.8,1757,2020090813,1020.2,1019.4,2020,9,8,13,2020090813,38,1016.1,1022,5.89999999999998
"off","6",39,34,"Demmin","2020.09.09",0.181818181818182,11.7,"2020.09.09","19:37:55","06:32:50",20,"Demmin",16.9,1757,2020090913,1015.2,1014.4,2020,9,9,13,2020090913,39,1013,1020.4,7.39999999999998
"off","6",40,184,"Demmin","2020.09.10",0,8.7,"2020.09.10","19:35:28","06:34:36",20,"Demmin",11.1,1757,2020091013,1020.5,1019.7,2020,9,10,13,2020091013,40,1018.1,1020.5,2.39999999999998
"on","7",41,238,"Demmin","2020.09.11",0,7.9,"2020.09.11","19:33:00","06:36:22",20,"Demmin",12.3,1757,2020091113,1017.8,1017,2020,9,11,13,2020091113,41,1014.8,1017.8,3
"on","7",42,99,"Demmin","2020.09.12",0,10.6,"2020.09.12","19:30:31","06:38:08",20,"Demmin",15.6,1757,2020091213,1014.8,1014,2020,9,12,13,2020091213,42,1014.8,1023.9,9.10000000000002
"on","7",43,190,"Demmin","2020.09.13",0,12,"2020.09.13","19:28:03","06:39:55",20,"Demmin",17.1,1757,2020091313,1022.8,1022,2020,9,13,13,2020091313,43,1022.7,1027.8,5.09999999999991
"on","7",44,151,"Demmin","2020.09.14",0,12.5,"2020.09.14","19:25:34","06:41:41",20,"Demmin",17.3,1757,2020091413,1026.7,1025.9,2020,9,14,13,2020091413,44,1020.8,1026.7,5.90000000000009
"on","7",45,181,"Demmin","2020.09.15",0,12.3,"2020.09.15","19:23:05","06:43:28",20,"Demmin",19.6,1757,2020091513,1020.1,1019.4,2020,9,15,13,2020091513,45,1016,1020.1,4.10000000000002
"on","7",46,59,"Demmin","2020.09.16",0,7.6,"2020.09.16","19:20:36","06:45:14",20,"Demmin",17,1757,2020091613,1016.2,1015.4,2020,9,16,13,2020091613,46,1016.2,1030.7,14.5
"on","7",47,193,"Demmin","2020.09.17",0,2.1,"2020.09.17","19:18:07","06:47:01",20,"Demmin",8.4,1757,2020091713,1030.8,1030,2020,9,17,13,2020091713,47,1030.1,1031.2,1.10000000000014
"off","8",48,162,"Demmin","2020.09.18",0,1.5,"2020.09.18","19:15:38","06:48:47",20,"Demmin",9.9,1757,2020091813,1029.9,1029.1,2020,9,18,13,2020091813,48,1025,1029.9,4.90000000000009
"off","8",49,162,"Demmin","2020.09.19",0,4.9,"2020.09.19","19:13:09","06:50:34",20,"Demmin",11.8,1757,2020091913,1024.6,1023.8,2020,9,19,13,2020091913,49,1021.7,1024.6,2.89999999999986
"off","8",50,158,"Demmin","2020.09.20",0.166666666666667,4.7,"2020.09.20","19:10:40","06:52:21",20,"Demmin",11.4,1757,2020092013,1021.1,1020.3,2020,9,20,13,2020092013,50,1018.6,1021.2,2.60000000000002
"off","8",51,149,"Demmin","2020.09.21",0,5.4,"2020.09.21","19:08:11","06:54:08",20,"Demmin",12.1,1757,2020092113,1018.1,1017.3,2020,9,21,13,2020092113,51,1010.5,1018.1,7.60000000000002
"off","8",52,201,"Demmin","2020.09.22",0,8.1,"2020.09.22","19:05:42","06:55:55",20,"Demmin",14.5,1757,2020092213,1010.1,1009.3,2020,9,22,13,2020092213,52,1004.2,1010.1,5.89999999999998
"off","8",53,229,"Demmin","2020.09.23",0,11.9,"2020.09.23","19:03:13","06:57:42",20,"Demmin",12.3,1757,2020092313,1004,1003.3,2020,9,23,13,2020092313,53,1000.5,1004,3.5
"off","8",54,241,"Demmin","2020.09.24",0.166666666666667,9.4,"2020.09.24","19:00:45","06:59:30",20,"Demmin",10.6,1757,2020092413,1003.3,1002.5,2020,9,24,13,2020092413,54,995.3,1004.8,9.5
"on","9",55,85,"Demmin","2020.09.25",0,6.4,"2020.09.25","18:58:16","07:01:17",19,"Demmin",12.6,1757,2020092513,995.2,994.4,2020,9,25,13,2020092513,55,994.8,997.2,2.40000000000009
"on","9",56,22,"Demmin","2020.09.26",0.0833333333333333,10.7,"2020.09.26","18:55:47","07:03:05",19,"Demmin",16.9,1757,2020092613,994.7,993.9,2020,9,26,13,2020092613,56,991.2,1002.7,11.5
"on","9",57,3,"Demmin","2020.09.27",0.833333333333333,10.5,"2020.09.27","18:53:19","07:04:53",19,"Demmin",10.6,1757,2020092713,1002.9,1002.1,2020,9,27,13,2020092713,57,1002.9,1012,9.10000000000002
"on","9",58,116,"Demmin","2020.09.28",0,4.5,"2020.09.28","18:50:51","07:06:41",19,"Demmin",11.2,1757,2020092813,1011.6,1010.8,2020,9,28,13,2020092813,58,1011.6,1017,5.39999999999998
"on","9",59,144,"Demmin","2020.09.29",0.25,5.9,"2020.09.29","18:48:24","07:08:30",19,"Demmin",11.5,1757,2020092913,1016.7,1015.9,2020,9,29,13,2020092913,59,1016.3,1018,1.70000000000005
"on","9",60,39,"Demmin","2020.09.30",0.5,9,"2020.09.30","18:45:56","07:10:18",19,"Demmin",13.1,1757,2020093013,1016.2,1015.4,2020,9,30,13,2020093013,60,1007.1,1016.2,9.10000000000002
"on","9",61,54,"Demmin","2020.10.01",0,12,"2020.10.01","18:43:29","07:12:07",19,"Demmin",14.6,1757,2020100113,1006.3,1005.5,2020,10,1,13,2020100113,61,1003.2,1006.3,3.09999999999991
"off","10",62,36,"Demmin","2020.10.02",0,12.5,"2020.10.02","18:41:02","07:13:56",19,"Demmin",13.2,1757,2020100213,1004.1,1003.3,2020,10,2,13,2020100213,62,996.1,1004.1,8
"off","10",63,133,"Demmin","2020.10.03",0,12.6,"2020.10.03","18:38:36","07:15:46",19,"Demmin",15.7,1757,2020100313,995.6,994.8,2020,10,3,13,2020100313,63,992.3,996.3,4
"off","10",64,240,"Demmin","2020.10.04",0,6.6,"2020.10.04","18:36:10","07:17:35",19,"Demmin",13.5,1757,2020100413,997,996.2,2020,10,4,13,2020100413,64,997,1006,9
"off","10",65,178,"Demmin","2020.10.05",0.0769230769230769,8.4,"2020.10.05","18:33:44","07:19:25",19,"Demmin",13.4,1757,2020100513,1002.5,1001.7,2020,10,5,13,2020100513,65,1001,1002.5,1.5
"off","10",66,126,"Demmin","2020.10.06",0,10.6,"2020.10.06","18:31:19","07:21:15",19,"Demmin",12.7,1757,2020100613,1000.7,999.9,2020,10,6,13,2020100613,66,999.9,1006.2,6.30000000000007
"off","10",67,89,"Demmin","2020.10.07",0.0769230769230769,9.7,"2020.10.07","18:28:55","07:23:06",19,"Demmin",11.5,1757,2020100713,1006.4,1005.6,2020,10,7,13,2020100713,67,1006.4,1014.8,8.39999999999998
"off","10",68,13,"Demmin","2020.10.08",0.461538461538462,10.5,"2020.10.08","18:26:31","07:24:57",19,"Demmin",12.6,1757,2020100813,1012.7,1011.9,2020,10,8,13,2020100813,68,1007.9,1017.5,9.60000000000002
"on","11",69,280,"Demmin","2020.10.09",0.0769230769230769,9.6,"2020.10.09","18:24:07","07:26:48",19,"Demmin",12.5,1757,2020100913,1017.2,1016.4,2020,10,9,13,2020100913,69,1012.8,1017.2,4.40000000000009
"on","11",70,122,"Demmin","2020.10.10",0,5,"2020.10.10","18:21:44","07:28:39",19,"Demmin",9.2,1757,2020101013,1014.9,1014.1,2020,10,10,13,2020101013,70,1014.8,1016.4,1.60000000000002
"on","11",71,25,"Demmin","2020.10.11",0.153846153846154,7.9,"2020.10.11","18:19:22","07:30:31",19,"Demmin",8.6,1757,2020101113,1015.6,1014.8,2020,10,11,13,2020101113,71,1015.4,1016.4,1
"on","11",72,217,"Demmin","2020.10.12",0,1.9,"2020.10.12","18:17:01","07:32:23",19,"Demmin",6.4,1757,2020101213,1015.5,1014.7,2020,10,12,13,2020101213,72,1015.3,1016.9,1.60000000000002
"on","11",73,31,"Demmin","2020.10.13",0.0769230769230769,9,"2020.10.13","18:14:40","07:34:15",19,"Demmin",10.2,1757,2020101313,1016.5,1015.7,2020,10,13,13,2020101313,73,1012,1016.9,4.89999999999998
"on","11",74,4,"Demmin","2020.10.14",0.769230769230769,8.6,"2020.10.14","18:12:20","07:36:08",19,"Demmin",9.7,1757,2020101413,1012.1,1011.3,2020,10,14,13,2020101413,74,1012,1019.2,7.20000000000005
"on","11",75,135,"Demmin","2020.10.15",0,6.4,"2020.10.15","18:10:01","07:38:01",19,"Demmin",9.9,1757,2020101513,1019.1,1018.3,2020,10,15,13,2020101513,75,1019.1,1021.4,2.29999999999995
"off","12",76,140,"Demmin","2020.10.16",0.230769230769231,4.2,"2020.10.16","18:07:42","07:39:54",19,"Demmin",7.8,1757,2020101613,1020.6,1019.8,2020,10,16,13,2020101613,76,1018.5,1020.7,2.20000000000005
"off","12",77,142,"Demmin","2020.10.17",0.214285714285714,5.8,"2020.10.17","18:05:25","07:41:48",19,"Demmin",8.7,1757,2020101713,1018,1017.2,2020,10,17,13,2020101713,77,1011.5,1018,6.5
"off","12",78,23,"Demmin","2020.10.18",0.285714285714286,4,"2020.10.18","18:03:08","07:43:42",19,"Demmin",5.5,1757,2020101813,1014,1013.2,2020,10,18,13,2020101813,78,1014,1020.6,6.60000000000002
"off","12",79,41,"Demmin","2020.10.19",0,4.6,"2020.10.19","18:00:53","07:45:36",19,"Demmin",8.5,1757,2020101913,1020.6,1019.8,2020,10,19,13,2020101913,79,1013.8,1021.3,7.5
"off","12",80,61,"Demmin","2020.10.20",0.785714285714286,9.2,"2020.10.20","17:58:38","07:47:31",18,"Demmin",9.4,1757,2020102013,1012.6,1011.8,2020,10,20,13,2020102013,80,1007.2,1012.6,5.39999999999998
"off","12",81,12,"Demmin","2020.10.21",0.142857142857143,12.1,"2020.10.21","17:56:24","07:49:26",18,"Demmin",12.1,1757,2020102113,1006.8,1006,2020,10,21,13,2020102113,81,1002.6,1010,7.39999999999998
"off","12",82,171,"Demmin","2020.10.22",0.214285714285714,9.6,"2020.10.22","17:54:12","07:51:21",18,"Demmin",15.5,1757,2020102213,1009.7,1008.9,2020,10,22,13,2020102213,82,1008.7,1011,2.29999999999995
"on","13",83,239,"Demmin","2020.10.23",0.142857142857143,7.2,"2020.10.23","17:52:00","07:53:16",18,"Demmin",11.7,1757,2020102313,1010.3,1009.5,2020,10,23,13,2020102313,83,1008.9,1010.6,1.70000000000005
"on","13",84,63,"Demmin","2020.10.24",0,12.1,"2020.10.24","17:49:50","05:55:12",18,"Demmin",12.9,1757,2020102413,1010.8,1010,2020,10,24,13,2020102413,84,1005.6,1011.2,5.60000000000002
NA,NA,85,NA,"Demmin","2020.10.25",0.357142857142857,10.1,"2020.10.25","15:47:41","06:57:08",16,"Demmin",14.6,1757,2020102513,1005.3,1004.5,2020,10,25,13,2020102513,85,1002.3,1005.3,3
NA,NA,86,NA,"Demmin","2020.10.26",0.214285714285714,7.8,"2020.10.26","16:45:33","06:59:04",17,"Demmin",11,1757,2020102613,1002.2,1001.4,2020,10,26,13,2020102613,86,1002.2,1006.6,4.39999999999998
NA,NA,87,NA,"Demmin","2020.10.27",0.0714285714285714,8.1,"2020.10.27","16:43:27","07:01:00",17,"Demmin",11,1757,2020102713,1006.7,1005.9,2020,10,27,13,2020102713,87,1004.6,1007.2,2.60000000000002
NA,NA,88,NA,"Demmin","2020.10.28",0.214285714285714,8.6,"2020.10.28","16:41:22","07:02:56",17,"Demmin",12,1757,2020102813,1007.4,1006.6,2020,10,28,13,2020102813,88,1004.9,1008.7,3.80000000000007
NA,NA,89,NA,"Demmin","2020.10.29",0.214285714285714,6.5,"2020.10.29","16:39:18","07:04:53",17,"Demmin",9.9,1757,2020102913,1009.3,1008.5,2020,10,29,13,2020102913,89,1009.3,1014.5,5.20000000000005
"off","14",90,5,"Demmin","2020.10.30",0.642857142857143,12.7,"2020.10.30","16:37:15","07:06:50",17,"Demmin",13.3,1757,2020103013,1012.5,1011.7,2020,10,30,13,2020103013,90,1012.5,1021.2,8.70000000000005
"off","14",91,21,"Demmin","2020.10.31",0.133333333333333,11.4,"2020.10.31","16:35:15","07:08:46",17,"Demmin",14.7,1757,2020103113,1020.2,1019.4,2020,10,31,13,2020103113,91,1012.2,1020.2,8
"off","14",92,18,"Demmin","2020.11.01",0.333333333333333,13.1,"2020.11.01","16:33:15","07:10:43",17,"Demmin",13.4,1757,2020110113,1012,1011.2,2020,11,1,13,2020110113,92,1005.3,1012,6.70000000000005
"off","14",93,11,"Demmin","2020.11.02",0.133333333333333,9.7,"2020.11.02","16:31:18","07:12:40",17,"Demmin",18.2,1757,2020110213,1005.4,1004.6,2020,11,2,13,2020110213,93,1005.4,1020.6,15.2
"off","14",94,175,"Demmin","2020.11.03",0,6.2,"2020.11.03","16:29:22","07:14:37",17,"Demmin",10.2,1757,2020110313,1020.9,1020.1,2020,11,3,13,2020110313,94,1020.9,1027.1,6.19999999999993
NA,NA,95,NA,"Demmin","2020.11.04",0,4.8,"2020.11.04","16:27:27","07:16:33",17,"Demmin",8.3,1757,2020110413,1027.3,1026.5,2020,11,4,13,2020110413,95,1027.3,1033.7,6.40000000000009
"off","14",96,3,"Demmin","2020.11.05",0,9.9,"2020.11.05","16:25:35","07:18:30",17,"Demmin",10.6,1757,2020110513,1031.9,1031.1,2020,11,5,13,2020110513,96,1030.4,1032.3,1.89999999999986
"on","15",97,79,"Demmin","2020.11.06",0.4,9.1,"2020.11.06","16:23:44","07:20:27",17,"Demmin",11.4,1757,2020110613,1032.1,1031.3,2020,11,6,13,2020110613,97,1027,1032.1,5.09999999999991
"on","15",98,136,"Demmin","2020.11.07",0,0.5,"2020.11.07","16:21:55","07:22:23",17,"Demmin",8.3,1757,2020110713,1026.3,1025.5,2020,11,7,13,2020110713,98,1024.4,1026.9,2.5
"on","15",99,24,"Demmin","2020.11.08",0,4.8,"2020.11.08","16:20:08","07:24:19",17,"Demmin",7.2,1757,2020110813,1026.4,1025.6,2020,11,8,13,2020110813,99,1026.4,1029.2,2.79999999999995
"on","15",100,63,"Demmin","2020.11.09",0,4.6,"2020.11.09","16:18:23","07:26:14",17,"Demmin",5.7,1757,2020110913,1028.7,1027.9,2020,11,9,13,2020110913,100,1028.7,1030.7,2
"on","15",101,14,"Demmin","2020.11.10",0,4.6,"2020.11.10","16:16:40","07:28:10",17,"Demmin",5.7,1757,2020111013,1030.4,1029.6,2020,11,10,13,2020111013,101,1027.3,1030.4,3.10000000000014
"on","15",102,3,"Demmin","2020.11.11",0.133333333333333,4.9,"2020.11.11","16:14:59","07:30:05",17,"Demmin",6,1757,2020111113,1026.7,1025.9,2020,11,11,13,2020111113,102,1019.4,1026.7,7.30000000000007
"on","15",103,85,"Demmin","2020.11.12",0.2,7.7,"2020.11.12","16:13:21","07:31:59",17,"Demmin",8.4,1757,2020111213,1018.8,1018,2020,11,12,13,2020111213,103,1017.9,1018.8,0.899999999999977
"off","16",104,82,"Demmin","2020.11.13",0,4.7,"2020.11.13","16:11:44","07:33:53",17,"Demmin",8.1,1757,2020111313,1017.6,1016.8,2020,11,13,13,2020111313,104,1016.2,1017.6,1.39999999999998
"off","16",105,117,"Demmin","2020.11.14",0,7.7,"2020.11.14","16:10:10","07:35:46",17,"Demmin",11.4,1757,2020111413,1016.8,1016,2020,11,14,13,2020111413,105,1011,1017,6
"off","16",106,60,"Demmin","2020.11.15",0.2,8.9,"2020.11.15","16:08:38","07:37:38",17,"Demmin",10.9,1757,2020111513,1010.8,1010,2020,11,15,13,2020111513,106,1005.3,1010.8,5.5
"off","16",107,109,"Demmin","2020.11.16",0.266666666666667,7.6,"2020.11.16","16:07:09","07:39:30",17,"Demmin",10.5,1757,2020111613,1010.5,1009.7,2020,11,16,13,2020111613,107,1010.5,1020.2,9.70000000000005
"off","16",108,65,"Demmin","2020.11.17",0,10.9,"2020.11.17","16:05:42","07:41:21",17,"Demmin",10.9,1757,2020111713,1019.4,1018.6,2020,11,17,13,2020111713,108,1019.3,1023.2,3.90000000000009
"off","16",109,82,"Demmin","2020.11.18",0.1875,8.9,"2020.11.18","16:04:18","07:43:11",17,"Demmin",11.3,1757,2020111813,1021.6,1020.8,2020,11,18,13,2020111813,109,1008.2,1021.6,13.4
"off","16",110,88,"Demmin","2020.11.19",0.1875,1.6,"2020.11.19","16:02:56","07:45:00",17,"Demmin",7.2,1757,2020111913,1008.5,1007.7,2020,11,19,13,2020111913,110,1008.2,1029,20.8
"on","17",111,20,"Demmin","2020.11.20",0,1.4,"2020.11.20","16:01:37","07:46:47",17,"Demmin",2.9,1757,2020112013,1029.1,1028.3,2020,11,20,13,2020112013,111,1024.7,1032.6,7.89999999999986
"on","17",112,54,"Demmin","2020.11.21",0.5,6,"2020.11.21","16:00:21","07:48:34",17,"Demmin",6,1757,2020112113,1023.5,1022.7,2020,11,21,13,2020112113,112,1016.6,1023.5,6.89999999999998
"on","17",113,63,"Demmin","2020.11.22",0,4.6,"2020.11.22","15:59:07","07:50:19",16,"Demmin",8.5,1757,2020112213,1018.2,1017.4,2020,11,22,13,2020112213,113,1018.2,1021.4,3.19999999999993
"on","17",114,78,"Demmin","2020.11.23",0,3.4,"2020.11.23","15:57:57","07:52:03",16,"Demmin",8,1757,2020112313,1021.7,1020.9,2020,11,23,13,2020112313,114,1021.7,1025.8,4.09999999999991
"on","17",115,79,"Demmin","2020.11.24",0,0.6,"2020.11.24","15:56:49","07:53:45",16,"Demmin",7.3,1757,2020112413,1021.3,1020.5,2020,11,24,13,2020112413,115,1018.5,1021.4,2.89999999999998
"on","17",116,1,"Demmin","2020.11.25",0,1,"2020.11.25","15:55:44","07:55:26",16,"Demmin",1.3,1757,2020112513,1018.5,1017.7,2020,11,25,13,2020112513,116,1016.8,1018.6,1.80000000000007
"on","17",117,11,"Demmin","2020.11.26",0,1.4,"2020.11.26","15:54:43","07:57:05",16,"Demmin",8,1757,2020112613,1016.7,1015.9,2020,11,26,13,2020112613,117,1016.7,1022.3,5.59999999999991
"off","18",118,43,"Demmin","2020.11.27",0,-1.8,"2020.11.27","15:53:44","07:58:43",16,"Demmin",1.3,1757,2020112713,1021.9,1021.1,2020,11,27,13,2020112713,118,1021.9,1026.1,4.19999999999993
"off","18",119,19,"Demmin","2020.11.28",0,-0.1,"2020.11.28","15:52:49","08:00:18",16,"Demmin",2.6,1757,2020112813,1025.9,1025.1,2020,11,28,13,2020112813,119,1025.9,1027.7,1.79999999999995
"off","18",120,60,"Demmin","2020.11.29",0.0625,0.6,"2020.11.29","15:51:57","08:01:52",16,"Demmin",2.6,1757,2020112913,1026.4,1025.6,2020,11,29,13,2020112913,120,1022.5,1026.5,4
"off","18",121,60,"Demmin","2020.11.30",0,1.1,"2020.11.30","15:51:08","08:03:23",16,"Demmin",1.8,1757,2020113013,1021.9,1021.1,2020,11,30,13,2020113013,121,1013.3,1021.9,8.60000000000002
"off","18",122,46,"Demmin","2020.12.01",0,0.9,"2020.12.01","15:50:23","08:04:53",16,"Demmin",3.3,1757,2020120113,1017.8,1017,2020,12,1,13,2020120113,122,1017.8,1024.2,6.40000000000009
"off","18",123,72,"Demmin","2020.12.02",0,-1.4,"2020.12.02","15:49:41","08:06:20",16,"Demmin",2.3,1757,2020120213,1019.3,1018.5,2020,12,2,13,2020120213,123,1005.5,1019.3,13.8
"off","18",124,82,"Demmin","2020.12.03",0,-2.7,"2020.12.03","15:49:02","08:07:45",16,"Demmin",0,1757,2020120313,1004.8,1004,2020,12,3,13,2020120313,124,995.3,1004.8,9.5
